audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
5b42df4e-b860-41ca-9458-2ec1a49310d1,router1.example.com,192.168.1.1,connectivity,2025-05-27T20:30:53.498542,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
5b42df4e-b860-41ca-9458-2ec1a49310d1,router1.example.com,192.168.1.1,connectivity,2025-05-27T20:30:53.498542,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
82b69f50-bfc6-464c-94b1-829d5671f601,router2.example.com,192.168.1.2,connectivity,2025-05-27T20:30:53.503035,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
82b69f50-bfc6-464c-94b1-829d5671f601,router2.example.com,192.168.1.2,connectivity,2025-05-27T20:30:53.503035,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
036db908-5f67-4841-a8ab-70b9c69622cf,switch1.example.com,192.168.1.10,connectivity,2025-05-27T20:30:53.503500,icmp_ping,Failed,"{'packets_sent': 4, 'packets_received': 0, 'packet_loss_percent': 100, 'error': 'Unknown error'}",Device is not responding to ICMP ping. Check firewall settings or device status.
036db908-5f67-4841-a8ab-70b9c69622cf,switch1.example.com,192.168.1.10,connectivity,2025-05-27T20:30:53.503500,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",Device is not responding to ICMP ping. Check firewall settings or device status.
859df199-6a6a-4676-b9d1-121ed3970951,firewall.example.com,192.168.1.254,connectivity,2025-05-27T20:30:53.505987,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
859df199-6a6a-4676-b9d1-121ed3970951,firewall.example.com,192.168.1.254,connectivity,2025-05-27T20:30:53.505987,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
caae3d47-b26f-4700-9109-187bdb1c1b33,switch2.example.com,192.168.1.11,connectivity,2025-05-27T20:30:53.505779,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
caae3d47-b26f-4700-9109-187bdb1c1b33,switch2.example.com,192.168.1.11,connectivity,2025-05-27T20:30:53.505779,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
