audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
71ecf1f2-0628-4945-bb12-7e505708c794,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:47:32.701162,icmp_ping,Failed,"{'packets_sent': 4, 'packets_received': 0, 'packet_loss_percent': 100, 'error': 'Unknown error'}",Device is not responding to ICMP ping. Check firewall settings or device status.
71ecf1f2-0628-4945-bb12-7e505708c794,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:47:32.701162,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",Device is not responding to ICMP ping. Check firewall settings or device status.
71ecf1f2-0628-4945-bb12-7e505708c794,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:47:32.701162,dns_resolution,Success,"{'hostname': 'RTR-CORE-01.xrnet.net', 'resolved_ip': '172.16.39.100', 'matches_expected': True}",Device is not responding to ICMP ping. Check firewall settings or device status.
292053f3-d769-4a24-a9c7-37b4b846eeef,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:47:32.708042,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
292053f3-d769-4a24-a9c7-37b4b846eeef,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:47:32.708042,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
292053f3-d769-4a24-a9c7-37b4b846eeef,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:47:32.708042,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-04.xrnet.net', 'resolved_ip': '172.16.39.103', 'matches_expected': True}",
7edc38fe-20d5-492f-b847-59bf78ff299c,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:47:32.712261,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
7edc38fe-20d5-492f-b847-59bf78ff299c,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:47:32.712261,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
7edc38fe-20d5-492f-b847-59bf78ff299c,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:47:32.712261,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-05.xrnet.net', 'resolved_ip': '172.16.39.104', 'matches_expected': True}",
fefd3514-7cf3-4a64-acde-3d9ab6409814,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:47:32.710033,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
fefd3514-7cf3-4a64-acde-3d9ab6409814,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:47:32.710033,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
fefd3514-7cf3-4a64-acde-3d9ab6409814,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:47:32.710033,dns_resolution,Success,"{'hostname': 'RTR-EDGE-02.xrnet.net', 'resolved_ip': '172.16.39.101', 'matches_expected': True}",
9f7a148c-6a38-4e8e-b0de-5fe5430c388e,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:47:32.710592,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
9f7a148c-6a38-4e8e-b0de-5fe5430c388e,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:47:32.710592,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
9f7a148c-6a38-4e8e-b0de-5fe5430c388e,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:47:32.710592,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-06.xrnet.net', 'resolved_ip': '172.16.39.105', 'matches_expected': True}",
0a9edf77-9a8f-436c-afff-83c7c92f4459,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:47:32.707703,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
0a9edf77-9a8f-436c-afff-83c7c92f4459,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:47:32.707703,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
0a9edf77-9a8f-436c-afff-83c7c92f4459,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:47:32.707703,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-03.xrnet.net', 'resolved_ip': '172.16.39.102', 'matches_expected': True}",
