audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
1988f686-1027-48b6-8231-040c6c9cff67,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:31:59.239619,icmp_ping,Failed,"{'packets_sent': 4, 'packets_received': 0, 'packet_loss_percent': 100, 'error': 'Unknown error'}",Device is not responding to ICMP ping. Check firewall settings or device status.
1988f686-1027-48b6-8231-040c6c9cff67,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:31:59.239619,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",Device is not responding to ICMP ping. Check firewall settings or device status.
1988f686-1027-48b6-8231-040c6c9cff67,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:31:59.239619,dns_resolution,Success,"{'hostname': 'RTR-CORE-01.xrnet.net', 'resolved_ip': '172.16.39.100', 'matches_expected': True}",Device is not responding to ICMP ping. Check firewall settings or device status.
1bc2094e-d4eb-463b-9142-4dcbfdc51d65,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:31:59.242581,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
1bc2094e-d4eb-463b-9142-4dcbfdc51d65,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:31:59.242581,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
1bc2094e-d4eb-463b-9142-4dcbfdc51d65,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:31:59.242581,dns_resolution,Success,"{'hostname': 'RTR-EDGE-02.xrnet.net', 'resolved_ip': '172.16.39.101', 'matches_expected': True}",
a8aca2e7-43f2-4ac9-bc83-58956ba63623,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:31:59.258182,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
a8aca2e7-43f2-4ac9-bc83-58956ba63623,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:31:59.258182,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
a8aca2e7-43f2-4ac9-bc83-58956ba63623,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:31:59.258182,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-03.xrnet.net', 'resolved_ip': '172.16.39.102', 'matches_expected': True}",
89cfca8f-157e-4cb7-90da-1e61894497f9,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:31:59.260948,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
89cfca8f-157e-4cb7-90da-1e61894497f9,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:31:59.260948,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
89cfca8f-157e-4cb7-90da-1e61894497f9,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:31:59.260948,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-04.xrnet.net', 'resolved_ip': '172.16.39.103', 'matches_expected': True}",
7d771dbc-f466-41fb-bc49-74b6048d3d21,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:31:59.280079,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
7d771dbc-f466-41fb-bc49-74b6048d3d21,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:31:59.280079,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
7d771dbc-f466-41fb-bc49-74b6048d3d21,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:31:59.280079,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-06.xrnet.net', 'resolved_ip': '172.16.39.105', 'matches_expected': True}",
eed7c0e1-f59d-4cc9-b310-1318aed2d056,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:31:59.263522,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
eed7c0e1-f59d-4cc9-b310-1318aed2d056,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:31:59.263522,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
eed7c0e1-f59d-4cc9-b310-1318aed2d056,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:31:59.263522,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-05.xrnet.net', 'resolved_ip': '172.16.39.104', 'matches_expected': True}",
