audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
c0e1c906-4c8e-4c56-9222-89d17cf5b138,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-28T10:09:10.091039,icmp_ping,Failed,"{'packets_sent': 4, 'packets_received': 0, 'packet_loss_percent': 100, 'error': 'Unknown error'}",Device is not responding to ICMP ping. Check firewall settings or device status.
c0e1c906-4c8e-4c56-9222-89d17cf5b138,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-28T10:09:10.091039,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",Device is not responding to ICMP ping. Check firewall settings or device status.
c0e1c906-4c8e-4c56-9222-89d17cf5b138,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-28T10:09:10.091039,dns_resolution,Success,"{'hostname': 'RTR-CORE-01.xrnet.net', 'resolved_ip': '172.16.39.100', 'matches_expected': True}",Device is not responding to ICMP ping. Check firewall settings or device status.
2f018de1-a27d-46b3-98fc-030db74217fe,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-28T10:09:10.093542,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
2f018de1-a27d-46b3-98fc-030db74217fe,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-28T10:09:10.093542,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
2f018de1-a27d-46b3-98fc-030db74217fe,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-28T10:09:10.093542,dns_resolution,Success,"{'hostname': 'RTR-EDGE-02.xrnet.net', 'resolved_ip': '172.16.39.101', 'matches_expected': True}",
e56e6bc1-08eb-4662-9c6b-aa9ecf67a1ab,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-28T10:09:10.097601,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
e56e6bc1-08eb-4662-9c6b-aa9ecf67a1ab,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-28T10:09:10.097601,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
e56e6bc1-08eb-4662-9c6b-aa9ecf67a1ab,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-28T10:09:10.097601,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-03.xrnet.net', 'resolved_ip': '172.16.39.102', 'matches_expected': True}",
6c25e662-72cf-4c84-9e81-18bdd924a804,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-28T10:09:10.100094,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
6c25e662-72cf-4c84-9e81-18bdd924a804,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-28T10:09:10.100094,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
6c25e662-72cf-4c84-9e81-18bdd924a804,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-28T10:09:10.100094,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-04.xrnet.net', 'resolved_ip': '172.16.39.103', 'matches_expected': True}",
3017619f-c1b8-4d8f-8d46-57bd999c3380,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-28T10:09:10.102024,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
3017619f-c1b8-4d8f-8d46-57bd999c3380,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-28T10:09:10.102024,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
3017619f-c1b8-4d8f-8d46-57bd999c3380,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-28T10:09:10.102024,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-06.xrnet.net', 'resolved_ip': '172.16.39.105', 'matches_expected': True}",
3c843cc8-ebcf-40d6-990a-3197573fa67d,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-28T10:09:10.101548,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
3c843cc8-ebcf-40d6-990a-3197573fa67d,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-28T10:09:10.101548,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
3c843cc8-ebcf-40d6-990a-3197573fa67d,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-28T10:09:10.101548,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-05.xrnet.net', 'resolved_ip': '172.16.39.104', 'matches_expected': True}",
