audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
705fd03c-c3e3-462d-b7a3-3eb00caa9583,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:21:45.419041,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
705fd03c-c3e3-462d-b7a3-3eb00caa9583,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:21:45.419041,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
705fd03c-c3e3-462d-b7a3-3eb00caa9583,RTR-BRANCH-05.xrnet.net,172.16.39.104,connectivity,2025-05-27T21:21:45.419041,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-05.xrnet.net', 'resolved_ip': '172.16.39.104', 'matches_expected': True}",
1f1fefdc-c620-43a7-91db-2d2dacdda9cf,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:21:45.416685,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
1f1fefdc-c620-43a7-91db-2d2dacdda9cf,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:21:45.416685,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
1f1fefdc-c620-43a7-91db-2d2dacdda9cf,RTR-EDGE-02.xrnet.net,172.16.39.101,connectivity,2025-05-27T21:21:45.416685,dns_resolution,Success,"{'hostname': 'RTR-EDGE-02.xrnet.net', 'resolved_ip': '172.16.39.101', 'matches_expected': True}",
b74302bf-630a-493a-8852-97097bb69807,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:21:45.419506,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
b74302bf-630a-493a-8852-97097bb69807,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:21:45.419506,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
b74302bf-630a-493a-8852-97097bb69807,RTR-BRANCH-06.xrnet.net,172.16.39.105,connectivity,2025-05-27T21:21:45.419506,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-06.xrnet.net', 'resolved_ip': '172.16.39.105', 'matches_expected': True}",
71fac539-937d-4ed3-9c1c-65858290fa9d,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:21:45.413360,icmp_ping,Failed,"{'packets_sent': 4, 'packets_received': 0, 'packet_loss_percent': 100, 'error': 'Unknown error'}",Device is not responding to ICMP ping. Check firewall settings or device status.
71fac539-937d-4ed3-9c1c-65858290fa9d,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:21:45.413360,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",Device is not responding to ICMP ping. Check firewall settings or device status.
71fac539-937d-4ed3-9c1c-65858290fa9d,RTR-CORE-01.xrnet.net,172.16.39.100,connectivity,2025-05-27T21:21:45.413360,dns_resolution,Success,"{'hostname': 'RTR-CORE-01.xrnet.net', 'resolved_ip': '172.16.39.100', 'matches_expected': True}",Device is not responding to ICMP ping. Check firewall settings or device status.
c554c67b-c189-45e5-8a88-6ff5a6b8be54,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:21:45.419673,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
c554c67b-c189-45e5-8a88-6ff5a6b8be54,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:21:45.419673,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
c554c67b-c189-45e5-8a88-6ff5a6b8be54,RTR-BRANCH-03.xrnet.net,172.16.39.102,connectivity,2025-05-27T21:21:45.419673,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-03.xrnet.net', 'resolved_ip': '172.16.39.102', 'matches_expected': True}",
a963c983-8462-4ee0-92b0-1f8124843163,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:21:45.421953,icmp_ping,Success,"{'packets_sent': 4, 'packets_received': 4, 'packet_loss_percent': 0, 'rtt_min_ms': 10.2, 'rtt_avg_ms': 15.7, 'rtt_max_ms': 22.3, 'ttl': 64}",
a963c983-8462-4ee0-92b0-1f8124843163,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:21:45.421953,tcp_ports,Success,"{'ports_checked': 4, 'ports_open': 3, 'open_ports': [22, 80, 443]}",
a963c983-8462-4ee0-92b0-1f8124843163,RTR-BRANCH-04.xrnet.net,172.16.39.103,connectivity,2025-05-27T21:21:45.421953,dns_resolution,Success,"{'hostname': 'RTR-BRANCH-04.xrnet.net', 'resolved_ip': '172.16.39.103', 'matches_expected': True}",
