audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
1bdd38cb-dd71-4411-bc17-fbe4b0dd4efd,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-27T20:46:22.931957,connection,Success,{'method': 'SSH'},
1bdd38cb-dd71-4411-bc17-fbe4b0dd4efd,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-27T20:46:22.931957,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
1bdd38cb-dd71-4411-bc17-fbe4b0dd4efd,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-27T20:46:22.931957,telnet_port,Secure,{'port_23_accessible': False},
ac3cf129-262b-43dc-8546-67891fc2e2d8,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-27T20:46:22.932649,connection,Success,{'method': 'SSH'},
ac3cf129-262b-43dc-8546-67891fc2e2d8,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-27T20:46:22.932649,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
ac3cf129-262b-43dc-8546-67891fc2e2d8,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-27T20:46:22.932649,telnet_port,Secure,{'port_23_accessible': False},
69bf68ab-471d-47b8-bffd-97f61f6f999f,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-27T20:46:22.935071,connection,Success,{'method': 'SSH'},
69bf68ab-471d-47b8-bffd-97f61f6f999f,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-27T20:46:22.935071,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
69bf68ab-471d-47b8-bffd-97f61f6f999f,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-27T20:46:22.935071,telnet_port,Secure,{'port_23_accessible': False},
4197bb5b-5e81-47d5-bf1e-cd2d34904b3a,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-27T20:46:22.939086,connection,Success,{'method': 'SSH'},
4197bb5b-5e81-47d5-bf1e-cd2d34904b3a,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-27T20:46:22.939086,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
4197bb5b-5e81-47d5-bf1e-cd2d34904b3a,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-27T20:46:22.939086,telnet_port,Secure,{'port_23_accessible': False},
6eba9a7c-792b-4092-9e0b-13b289669d85,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-27T20:46:22.939632,connection,Success,{'method': 'SSH'},
6eba9a7c-792b-4092-9e0b-13b289669d85,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-27T20:46:22.939632,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
6eba9a7c-792b-4092-9e0b-13b289669d85,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-27T20:46:22.939632,telnet_port,Secure,{'port_23_accessible': False},
58e6b4f5-b3b1-4497-9fc9-f5b383603093,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-27T20:46:22.939836,connection,Success,{'method': 'SSH'},
58e6b4f5-b3b1-4497-9fc9-f5b383603093,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-27T20:46:22.939836,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
58e6b4f5-b3b1-4497-9fc9-f5b383603093,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-27T20:46:22.939836,telnet_port,Secure,{'port_23_accessible': False},
