audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
21ae8226-18a6-451c-8b3a-bb29b9220a8e,router1.example.com,192.168.1.1,security,2025-05-27T21:35:08.769943,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Disable Telnet and use SSH with strong authentication; Remove unused accounts to reduce attack surface
21ae8226-18a6-451c-8b3a-bb29b9220a8e,router1.example.com,192.168.1.1,security,2025-05-27T21:35:08.769943,authentication,Success,"{'method': 'SSH authentication (simulated)', 'protocol': 'SSH', 'username': 'admin'}",Disable Telnet and use SSH with strong authentication; Remove unused accounts to reduce attack surface
21ae8226-18a6-451c-8b3a-bb29b9220a8e,router1.example.com,192.168.1.1,security,2025-05-27T21:35:08.769943,config_audit,Success,"{'commands_executed': ['show running-config', 'show interfaces', 'show version'], 'config_size_bytes': 287}",Disable Telnet and use SSH with strong authentication; Remove unused accounts to reduce attack surface
21ae8226-18a6-451c-8b3a-bb29b9220a8e,router1.example.com,192.168.1.1,security,2025-05-27T21:35:08.769943,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 2}",Disable Telnet and use SSH with strong authentication; Remove unused accounts to reduce attack surface
21ae8226-18a6-451c-8b3a-bb29b9220a8e,router1.example.com,192.168.1.1,security,2025-05-27T21:35:08.769943,reporting,Success,"{'report_type': 'security', 'findings_count': 2, 'recommendations_count': 2}",Disable Telnet and use SSH with strong authentication; Remove unused accounts to reduce attack surface
a8c6037a-63e2-4e3e-9efe-797c0a384ed7,router2.example.com,192.168.1.2,security,2025-05-27T21:35:08.770827,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Disable Telnet and use SSH with strong authentication
a8c6037a-63e2-4e3e-9efe-797c0a384ed7,router2.example.com,192.168.1.2,security,2025-05-27T21:35:08.770827,authentication,Success,"{'method': 'SSH authentication (simulated)', 'protocol': 'SSH', 'username': 'admin'}",Disable Telnet and use SSH with strong authentication
a8c6037a-63e2-4e3e-9efe-797c0a384ed7,router2.example.com,192.168.1.2,security,2025-05-27T21:35:08.770827,config_audit,Success,"{'commands_executed': ['show running-config', 'show interfaces', 'show version'], 'config_size_bytes': 287}",Disable Telnet and use SSH with strong authentication
a8c6037a-63e2-4e3e-9efe-797c0a384ed7,router2.example.com,192.168.1.2,security,2025-05-27T21:35:08.770827,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 1}",Disable Telnet and use SSH with strong authentication
a8c6037a-63e2-4e3e-9efe-797c0a384ed7,router2.example.com,192.168.1.2,security,2025-05-27T21:35:08.770827,reporting,Success,"{'report_type': 'security', 'findings_count': 1, 'recommendations_count': 1}",Disable Telnet and use SSH with strong authentication
63f6aaac-6729-40ca-abb5-adca87b93df9,switch1.example.com,192.168.1.10,security,2025-05-27T21:35:08.771622,connectivity,Failed,"{'method': 'ICMP ping (simulated)', 'response_time_ms': None}",Implement strong password policy with minimum complexity requirements; Remove unused accounts to reduce attack surface
63f6aaac-6729-40ca-abb5-adca87b93df9,switch1.example.com,192.168.1.10,security,2025-05-27T21:35:08.771622,authentication,Skipped,{},Implement strong password policy with minimum complexity requirements; Remove unused accounts to reduce attack surface
63f6aaac-6729-40ca-abb5-adca87b93df9,switch1.example.com,192.168.1.10,security,2025-05-27T21:35:08.771622,config_audit,Skipped,{},Implement strong password policy with minimum complexity requirements; Remove unused accounts to reduce attack surface
63f6aaac-6729-40ca-abb5-adca87b93df9,switch1.example.com,192.168.1.10,security,2025-05-27T21:35:08.771622,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 2}",Implement strong password policy with minimum complexity requirements; Remove unused accounts to reduce attack surface
63f6aaac-6729-40ca-abb5-adca87b93df9,switch1.example.com,192.168.1.10,security,2025-05-27T21:35:08.771622,reporting,Success,"{'report_type': 'security', 'findings_count': 2, 'recommendations_count': 2}",Implement strong password policy with minimum complexity requirements; Remove unused accounts to reduce attack surface
b1d0ad75-c470-4700-a80f-34c6916df959,switch2.example.com,192.168.1.11,security,2025-05-27T21:35:08.772367,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Implement strong password policy with minimum complexity requirements
b1d0ad75-c470-4700-a80f-34c6916df959,switch2.example.com,192.168.1.11,security,2025-05-27T21:35:08.772367,authentication,Success,"{'method': 'SSH authentication (simulated)', 'protocol': 'SSH', 'username': 'admin'}",Implement strong password policy with minimum complexity requirements
b1d0ad75-c470-4700-a80f-34c6916df959,switch2.example.com,192.168.1.11,security,2025-05-27T21:35:08.772367,config_audit,Success,"{'commands_executed': ['show running-config', 'show interfaces', 'show version'], 'config_size_bytes': 287}",Implement strong password policy with minimum complexity requirements
b1d0ad75-c470-4700-a80f-34c6916df959,switch2.example.com,192.168.1.11,security,2025-05-27T21:35:08.772367,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 1}",Implement strong password policy with minimum complexity requirements
b1d0ad75-c470-4700-a80f-34c6916df959,switch2.example.com,192.168.1.11,security,2025-05-27T21:35:08.772367,reporting,Success,"{'report_type': 'security', 'findings_count': 1, 'recommendations_count': 1}",Implement strong password policy with minimum complexity requirements
d8c10d0e-6b4e-4608-80f1-aa28ba251ff4,firewall.example.com,192.168.1.254,security,2025-05-27T21:35:08.773143,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Disable unnecessary services to reduce attack surface
d8c10d0e-6b4e-4608-80f1-aa28ba251ff4,firewall.example.com,192.168.1.254,security,2025-05-27T21:35:08.773143,authentication,Failed,"{'method': 'SSH authentication (simulated)', 'protocol': 'SSH', 'username': 'admin'}",Disable unnecessary services to reduce attack surface
d8c10d0e-6b4e-4608-80f1-aa28ba251ff4,firewall.example.com,192.168.1.254,security,2025-05-27T21:35:08.773143,config_audit,Skipped,{},Disable unnecessary services to reduce attack surface
d8c10d0e-6b4e-4608-80f1-aa28ba251ff4,firewall.example.com,192.168.1.254,security,2025-05-27T21:35:08.773143,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 1}",Disable unnecessary services to reduce attack surface
d8c10d0e-6b4e-4608-80f1-aa28ba251ff4,firewall.example.com,192.168.1.254,security,2025-05-27T21:35:08.773143,reporting,Success,"{'report_type': 'security', 'findings_count': 1, 'recommendations_count': 1}",Disable unnecessary services to reduce attack surface
6e3fcb15-2295-40c5-b448-c11d45bcdec6,firewall.example.com,192.168.1.254,telnet,2025-05-27T21:35:08.788505,connection,Failed,{'method': 'SSH'},
8b09f0b5-262b-4a2f-97f0-f4c71723ecff,router1.example.com,192.168.1.1,telnet,2025-05-27T21:35:08.781585,connection,Success,{'method': 'SSH'},Disable Telnet and use SSH for secure remote access; Apply access control lists to restrict telnet access; Disable telnet on AUX ports to prevent unauthorized access; Block telnet port (23) at the network level with firewall rules
8b09f0b5-262b-4a2f-97f0-f4c71723ecff,router1.example.com,192.168.1.1,telnet,2025-05-27T21:35:08.781585,telnet_config,Vulnerable,"{'telnet_enabled': True, 'vty_lines': 2, 'aux_lines': 1, 'con_lines': 1, 'telnet_lines': 2}",Disable Telnet and use SSH for secure remote access; Apply access control lists to restrict telnet access; Disable telnet on AUX ports to prevent unauthorized access; Block telnet port (23) at the network level with firewall rules
8b09f0b5-262b-4a2f-97f0-f4c71723ecff,router1.example.com,192.168.1.1,telnet,2025-05-27T21:35:08.781585,telnet_port,Vulnerable,{'port_23_accessible': True},Disable Telnet and use SSH for secure remote access; Apply access control lists to restrict telnet access; Disable telnet on AUX ports to prevent unauthorized access; Block telnet port (23) at the network level with firewall rules
18e31fc7-2a07-4f6f-8a51-7f79821bd71b,switch2.example.com,192.168.1.11,telnet,2025-05-27T21:35:08.788948,connection,Success,{'method': 'SSH'},
18e31fc7-2a07-4f6f-8a51-7f79821bd71b,switch2.example.com,192.168.1.11,telnet,2025-05-27T21:35:08.788948,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
18e31fc7-2a07-4f6f-8a51-7f79821bd71b,switch2.example.com,192.168.1.11,telnet,2025-05-27T21:35:08.788948,telnet_port,Secure,{'port_23_accessible': False},
a03796c3-f2ae-4b8d-b756-6259def8676b,switch1.example.com,192.168.1.10,telnet,2025-05-27T21:35:08.789542,connection,Success,{'method': 'SSH'},Disable Telnet and use SSH for secure remote access; Apply access control lists to restrict telnet access; Block telnet port (23) at the network level with firewall rules
