audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
0584522c-538a-42d6-a71d-bc6cbac8be9e,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-27T21:31:28.070667,connection,Success,{'method': 'SSH'},
0584522c-538a-42d6-a71d-bc6cbac8be9e,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-27T21:31:28.070667,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
0584522c-538a-42d6-a71d-bc6cbac8be9e,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-27T21:31:28.070667,telnet_port,Secure,{'port_23_accessible': False},
a2ba33ef-b2b5-41b9-9c5c-a23f9ecaf936,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-27T21:31:28.067385,connection,Success,{'method': 'SSH'},
a2ba33ef-b2b5-41b9-9c5c-a23f9ecaf936,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-27T21:31:28.067385,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
a2ba33ef-b2b5-41b9-9c5c-a23f9ecaf936,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-27T21:31:28.067385,telnet_port,Secure,{'port_23_accessible': False},
66c307ee-624e-462e-8348-d1c8bc0dd602,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-27T21:31:28.071318,connection,Success,{'method': 'SSH'},
66c307ee-624e-462e-8348-d1c8bc0dd602,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-27T21:31:28.071318,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
66c307ee-624e-462e-8348-d1c8bc0dd602,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-27T21:31:28.071318,telnet_port,Secure,{'port_23_accessible': False},
e4e443f0-ec38-46f2-a220-3c97335b6ec6,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-27T21:31:28.071764,connection,Success,{'method': 'SSH'},
e4e443f0-ec38-46f2-a220-3c97335b6ec6,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-27T21:31:28.071764,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
e4e443f0-ec38-46f2-a220-3c97335b6ec6,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-27T21:31:28.071764,telnet_port,Secure,{'port_23_accessible': False},
ff8cf20e-891d-4bc8-a3ad-5f6177a3d269,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-27T21:31:28.068030,connection,Success,{'method': 'SSH'},
ff8cf20e-891d-4bc8-a3ad-5f6177a3d269,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-27T21:31:28.068030,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
ff8cf20e-891d-4bc8-a3ad-5f6177a3d269,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-27T21:31:28.068030,telnet_port,Secure,{'port_23_accessible': False},
0f6cf48f-fe3f-4204-879a-40cfd15fe0a1,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-27T21:31:28.076718,connection,Success,{'method': 'SSH'},
0f6cf48f-fe3f-4204-879a-40cfd15fe0a1,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-27T21:31:28.076718,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
0f6cf48f-fe3f-4204-879a-40cfd15fe0a1,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-27T21:31:28.076718,telnet_port,Secure,{'port_23_accessible': False},
