audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
8dda1715-cfd1-4384-83f6-d39392126c96,RTR-CORE-01.xrnet.net,172.16.39.100,security,2025-05-27T21:47:58.888416,connectivity,Failed,"{'method': 'ICMP ping (simulated)', 'response_time_ms': None}",
8dda1715-cfd1-4384-83f6-d39392126c96,RTR-CORE-01.xrnet.net,172.16.39.100,security,2025-05-27T21:47:58.888416,authentication,Skipped,{},
8dda1715-cfd1-4384-83f6-d39392126c96,RTR-CORE-01.xrnet.net,172.16.39.100,security,2025-05-27T21:47:58.888416,config_audit,Skipped,{},
8dda1715-cfd1-4384-83f6-d39392126c96,RTR-CORE-01.xrnet.net,172.16.39.100,security,2025-05-27T21:47:58.888416,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 0}",
8dda1715-cfd1-4384-83f6-d39392126c96,RTR-CORE-01.xrnet.net,172.16.39.100,security,2025-05-27T21:47:58.888416,reporting,Success,"{'report_type': 'security', 'findings_count': 0, 'recommendations_count': 0}",
3e24a133-b1ef-49aa-b347-91264f8d26e0,RTR-EDGE-02.xrnet.net,172.16.39.101,security,2025-05-27T21:47:58.889000,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Implement regular security audits and monitoring
3e24a133-b1ef-49aa-b347-91264f8d26e0,RTR-EDGE-02.xrnet.net,172.16.39.101,security,2025-05-27T21:47:58.889000,authentication,Success,"{'method': 'SSH authentication (simulated)', 'protocol': 'SSH', 'username': 'admin'}",Implement regular security audits and monitoring
3e24a133-b1ef-49aa-b347-91264f8d26e0,RTR-EDGE-02.xrnet.net,172.16.39.101,security,2025-05-27T21:47:58.889000,config_audit,Success,"{'commands_executed': ['show running-config', 'show interfaces', 'show version'], 'config_size_bytes': 291}",Implement regular security audits and monitoring
3e24a133-b1ef-49aa-b347-91264f8d26e0,RTR-EDGE-02.xrnet.net,172.16.39.101,security,2025-05-27T21:47:58.889000,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 0}",Implement regular security audits and monitoring
3e24a133-b1ef-49aa-b347-91264f8d26e0,RTR-EDGE-02.xrnet.net,172.16.39.101,security,2025-05-27T21:47:58.889000,reporting,Success,"{'report_type': 'security', 'findings_count': 0, 'recommendations_count': 1}",Implement regular security audits and monitoring
39b29a0a-f276-4d5b-8d10-c8bd70e88d38,RTR-BRANCH-03.xrnet.net,172.16.39.102,security,2025-05-27T21:47:58.889830,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Implement regular security audits and monitoring
39b29a0a-f276-4d5b-8d10-c8bd70e88d38,RTR-BRANCH-03.xrnet.net,172.16.39.102,security,2025-05-27T21:47:58.889830,authentication,Success,"{'method': 'SSH authentication (simulated)', 'protocol': 'SSH', 'username': 'admin'}",Implement regular security audits and monitoring
39b29a0a-f276-4d5b-8d10-c8bd70e88d38,RTR-BRANCH-03.xrnet.net,172.16.39.102,security,2025-05-27T21:47:58.889830,config_audit,Success,"{'commands_executed': ['show running-config', 'show interfaces', 'show version'], 'config_size_bytes': 295}",Implement regular security audits and monitoring
39b29a0a-f276-4d5b-8d10-c8bd70e88d38,RTR-BRANCH-03.xrnet.net,172.16.39.102,security,2025-05-27T21:47:58.889830,risk_assessment,Success,"{'checks_performed': ['telnet_enabled', 'weak_passwords', 'unused_accounts', 'insecure_services', 'unsecured_interfaces'], 'issues_found': 0}",Implement regular security audits and monitoring
39b29a0a-f276-4d5b-8d10-c8bd70e88d38,RTR-BRANCH-03.xrnet.net,172.16.39.102,security,2025-05-27T21:47:58.889830,reporting,Success,"{'report_type': 'security', 'findings_count': 0, 'recommendations_count': 1}",Implement regular security audits and monitoring
f1918d34-dc6f-46e2-98c4-d162e9a8cedd,RTR-BRANCH-04.xrnet.net,172.16.39.103,security,2025-05-27T21:47:58.890508,connectivity,Success,"{'method': 'ICMP ping (simulated)', 'response_time_ms': 15.7}",Implement regular security audits and monitoring
